<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","edad_m1","g_edad_fall_les","estado_implicado","tipo_vehi","color_vehi","casusa_acc"
5756,2,"Diciembre","Domingo",17,"Zacapa","Usumatlán","Rural","Ignorado","Hombre","53","Mayor","50-54","Lesionado","Pick up","Ignorado","Colisiono"
5757,2,"Diciembre","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","20","Mayor","20-24","Fallecido","Motocicleta","Rojo","Colisiono"
5758,2,"Diciembre","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","56","Mayor","55 y más","Lesionado","Motocicleta","Rojo","Colisiono"
5759,2,"Diciembre","Domingo",15,"Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","34","Mayor","30-34","Lesionado","Pick up","Rojo","Colisiono"
5760,2,"Diciembre","Domingo",3,"Huehuetenango","Cuilco","Rural","Ignorado","Hombre","15","Menor","15-19","Fallecido","Pick up","Negro","Choque"
5761,2,"Diciembre","Domingo",3,"Huehuetenango","Cuilco","Rural","Ignorado","Hombre","19","Mayor","15-19","Fallecido","Pick up","Negro","Choque"
5762,2,"Diciembre","Domingo",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
5763,3,"Diciembre","Lunes",8,"Guatemala","Guatemala","Urbano","1","Mujer","23","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
5764,3,"Diciembre","Lunes",2,"Guatemala","Guatemala","Urbano","1","Hombre","31","Mayor","30-34","Lesionado","Motocicleta","Negro","Choque"
5765,3,"Diciembre","Lunes",2,"Guatemala","Guatemala","Urbano","1","Hombre","34","Mayor","30-34","Lesionado","Motocicleta","Negro","Choque"
5766,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Mujer","35","Mayor","35-39","Lesionado","Pick up","Gris","Choque"
5767,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","1","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
5768,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","2","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
5769,3,"Diciembre","Lunes",1,"Guatemala","Guatemala","Urbano","5","Hombre","3","Menor","Menosr de 15","Lesionado","Pick up","Gris","Choque"
5770,3,"Diciembre","Lunes",17,"Santa Rosa","Pueblo Nuevo Viñas","Rural","Ignorado","Hombre","40","Mayor","40-44","Fallecido","Automovil","Verde","Choque"
5771,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","50","Mayor","50-54","Lesionado","Pick up","Beige","Choque"
5772,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Pick up","Beige","Choque"
5773,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","34","Mayor","30-34","Lesionado","Pick up","Beige","Choque"
5774,3,"Diciembre","Lunes",17,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Beige","Choque"
5775,3,"Diciembre","Lunes",6,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","35","Mayor","35-39","Lesionado","Motocicleta","Ignorado","Colisiono"
5776,3,"Diciembre","Lunes",6,"Izabal","Puerto Barrios","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Motocicleta","Ignorado","Colisiono"
5777,3,"Diciembre","Lunes",2,"Petén","Flores","Rural","Ignorado","Hombre","19","Mayor","15-19","Fallecido","Motocicleta","Corinto","Choque"
5778,4,"Diciembre","Martes",1,"Guatemala","Guatemala","Urbano","9","Hombre","30","Mayor","30-34","Fallecido","Motocicleta","Ignorado","Choque"
5779,4,"Diciembre","Martes",0,"Guatemala","Guatemala","Urbano","12","Hombre","24","Mayor","20-24","Lesionado","Motocicleta","Ignorado","Colisiono"
5780,4,"Diciembre","Martes",15,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","83","Mayor","55 y más","Lesionado","Motocicleta","Ignorado","Colisiono"
5781,4,"Diciembre","Martes",20,"Jutiapa","El Adelanto","Rural","Ignorado","Hombre","23","Mayor","20-24","Fallecido","Motocicleta","Rojo","Vuelco"
5782,4,"Diciembre","Martes",18,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Pick up","Azul","Colisiono"
5783,4,"Diciembre","Martes",18,"Escuintla","Siquinalá","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Pick up","Azul","Colisiono"
5784,4,"Diciembre","Martes",7,"Santa Rosa","Oratorio","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Motocicleta","Rojo","Colisiono"
5785,4,"Diciembre","Martes",8,"Quetzaltenango","Sibilia","Rural","Ignorado","Hombre","24","Mayor","20-24","Fallecido","Pick up","Ignorado","Vuelco"
5786,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","6","Menor","Menosr de 15","Fallecido","Pick up","Blanco","Colisiono"
5787,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","33","Mayor","30-34","Lesionado","Pick up","Blanco","Colisiono"
5788,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","45","Mayor","45-49","Lesionado","Pick up","Blanco","Colisiono"
5789,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Pick up","Blanco","Colisiono"
5790,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","3","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
5791,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","14","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
5792,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","31","Mayor","30-34","Lesionado","Pick up","Blanco","Colisiono"
5793,4,"Diciembre","Martes",6,"El Progreso","Guastatoya","Rural","Ignorado","Mujer","5","Menor","Menosr de 15","Lesionado","Pick up","Blanco","Colisiono"
5794,4,"Diciembre","Martes",23,"Sacatepéquez","Pastores","Rural","Ignorado","Mujer","22","Mayor","20-24","Fallecido","Motocicleta","Rojo","Choque"
5795,5,"Diciembre","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","30","Mayor","30-34","Lesionado","Motocicleta","Rojo","Colisiono"
5796,5,"Diciembre","Miercoles",0,"Guatemala","Guatemala","Urbano","18","Hombre","19","Mayor","15-19","Lesionado","Automovil","Rojo","Choque"
5797,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Camión","Azul","Choque"
5798,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Camión","Azul","Choque"
5799,5,"Diciembre","Miercoles",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","41","Mayor","40-44","Lesionado","Camión","Azul","Choque"
5800,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Camión","Blanco","Vuelco"
5801,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Camión","Blanco","Vuelco"
5802,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","15","Menor","15-19","Lesionado","Camión","Blanco","Vuelco"
5803,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Camión","Blanco","Vuelco"
5804,5,"Diciembre","Miercoles",21,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","10","Menor","Menosr de 15","Lesionado","Camión","Blanco","Vuelco"
5805,5,"Diciembre","Miercoles",20,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","Mayor","25-29","Fallecido","Automovil","Azul","Choque"
5806,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Hombre","24","Mayor","20-24","Lesionado","Mototaxi","Rojo","Colisiono"
5807,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Mujer","60","Mayor","55 y más","Lesionado","Mototaxi","Rojo","Colisiono"
5808,5,"Diciembre","Miercoles",13,"Suchitepéquez","Mazatenango","Urbano","1","Mujer","26","Mayor","25-29","Lesionado","Mototaxi","Rojo","Colisiono"
5809,5,"Diciembre","Miercoles",0,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","25","Mayor","25-29","Lesionado","Camión","Blanco","Colisiono"
5810,5,"Diciembre","Miercoles",21,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","45","Mayor","45-49","Fallecido","Motocicleta","Amarillo","Colisiono"
5811,6,"Diciembre","Jueves",13,"Guatemala","Guatemala","Urbano","7","Hombre","21","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
5812,6,"Diciembre","Jueves",13,"Guatemala","Guatemala","Urbano","7","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Negro","Colisiono"
5813,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","38","Mayor","35-39","Lesionado","Pick up","Beige","Colisiono"
5814,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","37","Mayor","35-39","Lesionado","Pick up","Beige","Colisiono"
5815,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5816,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5817,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5818,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
5819,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Hombre","6","Menor","Menosr de 15","Fallecido","Microbus","Gris","Colisiono"
5820,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
5821,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5822,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","23","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5823,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5824,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
5825,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","22","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5826,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","26","Mayor","25-29","Lesionado","Microbus","Gris","Colisiono"
5827,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5828,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","1","Menor","Menosr de 15","Lesionado","Microbus","Gris","Colisiono"
5829,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","24","Mayor","20-24","Lesionado","Microbus","Gris","Colisiono"
5830,6,"Diciembre","Jueves",8,"Petén","Flores","Rural","Ignorado","Mujer","46","Mayor","45-49","Lesionado","Microbus","Gris","Colisiono"
5831,7,"Diciembre","Viernes",15,"Guatemala","Guatemala","Urbano","1","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Negro","Colisiono"
5832,7,"Diciembre","Viernes",15,"Guatemala","Guatemala","Urbano","1","Mujer","41","Mayor","40-44","Lesionado","Motocicleta","Negro","Colisiono"
5833,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","32","Mayor","30-34","Lesionado","Bus urbano","Amarillo","Colisiono"
5834,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","28","Mayor","25-29","Lesionado","Bus urbano","Amarillo","Colisiono"
5835,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","44","Mayor","40-44","Lesionado","Bus urbano","Amarillo","Colisiono"
5836,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","24","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5837,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","21","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5838,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","32","Mayor","30-34","Lesionado","Bus urbano","Amarillo","Colisiono"
5839,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","21","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5840,7,"Diciembre","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","20","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5841,7,"Diciembre","Viernes",23,"Guatemala","Guatemala","Urbano","14","Hombre","19","Mayor","15-19","Lesionado","Automovil","Verde","Colisiono"
5842,7,"Diciembre","Viernes",23,"Guatemala","Guatemala","Urbano","14","Mujer","16","Menor","15-19","Lesionado","Automovil","Verde","Colisiono"
5843,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","24","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5844,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Mujer","28","Mayor","25-29","Lesionado","Bus urbano","Amarillo","Colisiono"
5845,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","45","Mayor","45-49","Lesionado","Bus urbano","Amarillo","Colisiono"
5846,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","44","Mayor","40-44","Lesionado","Bus urbano","Amarillo","Colisiono"
5847,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","21","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5848,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","32","Mayor","30-34","Lesionado","Bus urbano","Amarillo","Colisiono"
5849,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","18","Mayor","15-19","Lesionado","Bus urbano","Amarillo","Colisiono"
5850,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","20","Mayor","20-24","Lesionado","Bus urbano","Amarillo","Colisiono"
5851,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","18","Mayor","15-19","Lesionado","Bus urbano","Amarillo","Colisiono"
5852,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","32","Mayor","30-34","Lesionado","Bus urbano","Amarillo","Colisiono"
5853,7,"Diciembre","Viernes",6,"Guatemala","Guatemala","Urbano","13","Hombre","28","Mayor","25-29","Lesionado","Bus urbano","Amarillo","Colisiono"
5854,7,"Diciembre","Viernes",22,"Guatemala","Guatemala","Urbano","11","Hombre","51","Mayor","50-54","Lesionado","Camión","Blanco","Choque"
5855,7,"Diciembre","Viernes",22,"Guatemala","Guatemala","Urbano","11","Hombre","21","Mayor","20-24","Lesionado","Camión","Blanco","Choque"
5856,7,"Diciembre","Viernes",22,"Guatemala","Guatemala","Urbano","11","Hombre","36","Mayor","35-39","Lesionado","Camión","Blanco","Choque"
5857,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Mujer","85","Mayor","55 y más","Lesionado","Microbus","Ignorado","Colisiono"
5858,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Pick up","Gris","Colisiono"
5859,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Pick up","Gris","Colisiono"
5860,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","8","Menor","Menosr de 15","Lesionado","Pick up","Gris","Colisiono"
5861,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Mujer","38","Mayor","35-39","Lesionado","Pick up","Gris","Colisiono"
5862,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Pick up","Gris","Colisiono"
5863,7,"Diciembre","Viernes",15,"Jutiapa","Jutiapa","Rural","Ignorado","Mujer","50","Mayor","50-54","Lesionado","Pick up","Gris","Colisiono"
5864,7,"Diciembre","Viernes",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Cabezal","Blanco","Vuelco"
5865,7,"Diciembre","Viernes",8,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","45","Mayor","45-49","Lesionado","Motocicleta","Negro","Choque"
5866,7,"Diciembre","Viernes",8,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","22","Mayor","20-24","Lesionado","Motocicleta","Negro","Choque"
5867,7,"Diciembre","Viernes",8,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","9","Menor","Menosr de 15","Lesionado","Motocicleta","Negro","Choque"
5868,7,"Diciembre","Viernes",11,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","38","Mayor","35-39","Fallecido","Motocicleta","Gris","Colisiono"
5869,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","14","Menor","Menosr de 15","Lesionado","Bus extraurbano","Blanco","Colisiono"
5870,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","60","Mayor","55 y más","Lesionado","Bus extraurbano","Blanco","Colisiono"
5871,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","40","Mayor","40-44","Lesionado","Bus extraurbano","Blanco","Colisiono"
5872,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","18","Mayor","15-19","Lesionado","Bus extraurbano","Blanco","Colisiono"
5873,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","14","Menor","Menosr de 15","Lesionado","Bus extraurbano","Blanco","Colisiono"
5874,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","6","Menor","Menosr de 15","Lesionado","Bus extraurbano","Blanco","Colisiono"
5875,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Bus extraurbano","Blanco","Colisiono"
5876,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Bus extraurbano","Blanco","Colisiono"
5877,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","16","Menor","15-19","Lesionado","Bus extraurbano","Blanco","Colisiono"
5878,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Bus extraurbano","Blanco","Colisiono"
5879,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","27","Mayor","25-29","Lesionado","Bus extraurbano","Blanco","Colisiono"
5880,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Bus extraurbano","Blanco","Colisiono"
5881,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Bus extraurbano","Blanco","Colisiono"
5882,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","49","Mayor","45-49","Lesionado","Bus extraurbano","Blanco","Colisiono"
5883,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","32","Mayor","30-34","Lesionado","Bus extraurbano","Blanco","Colisiono"
5884,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","24","Mayor","20-24","Lesionado","Bus extraurbano","Blanco","Colisiono"
5885,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","32","Mayor","30-34","Lesionado","Bus extraurbano","Blanco","Colisiono"
5886,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","40","Mayor","40-44","Lesionado","Bus extraurbano","Blanco","Colisiono"
5887,7,"Diciembre","Viernes",17,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","48","Mayor","45-49","Lesionado","Bus extraurbano","Blanco","Colisiono"
5888,7,"Diciembre","Viernes",7,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","29","Mayor","25-29","Lesionado","Motocicleta","Azul","Choque"
5889,7,"Diciembre","Viernes",7,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","86","Mayor","55 y más","Lesionado","Motocicleta","Azul","Choque"
5890,7,"Diciembre","Viernes",7,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","85","Mayor","55 y más","Lesionado","Motocicleta","Azul","Choque"
5891,7,"Diciembre","Sábado",6,"Guatemala","Guatemala","Urbano","1","Mujer","50","Mayor","50-54","Lesionado","Pick up","Blanco","Colisiono"
5892,7,"Diciembre","Sábado",8,"Guatemala","Fraijanes","Rural","Ignorado","Mujer","Ignorado","Mayor","Ignorado","Lesionado","Automovil","Blanco","Colisiono"
5893,7,"Diciembre","Sábado",1,"Guatemala","Guatemala","Urbano","12","Hombre","28","Mayor","25-29","Fallecido","Motocicleta","Verde","Colisiono"
5894,7,"Diciembre","Sábado",11,"Guatemala","Guatemala","Urbano","12","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Automovil","Gris","Colisiono"
5895,7,"Diciembre","Sábado",11,"Guatemala","Guatemala","Urbano","12","Mujer","22","Mayor","20-24","Lesionado","Pick up","Blanco","Colisiono"
5896,7,"Diciembre","Sábado",3,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Microbus","Blanco","Colisiono"
5897,7,"Diciembre","Sábado",23,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","31","Mayor","30-34","Lesionado","Motocicleta","Ignorado","Vuelco"
5898,7,"Diciembre","Sábado",21,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","19","Mayor","15-19","Lesionado","Motocicleta","Azul","Vuelco"
5899,7,"Diciembre","Sábado",21,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","17","Menor","15-19","Lesionado","Motocicleta","Azul","Vuelco"
5900,7,"Diciembre","Sábado",10,"Zacapa","Zacapa","Rural","Ignorado","Mujer","20","Mayor","20-24","Lesionado","Bus urbano","Gris","Colisiono"
5901,7,"Diciembre","Sábado",10,"Zacapa","Zacapa","Rural","Ignorado","Hombre","42","Mayor","40-44","Lesionado","Bus urbano","Gris","Colisiono"
5902,7,"Diciembre","Sábado",10,"Zacapa","Zacapa","Rural","Ignorado","Hombre","33","Mayor","30-34","Lesionado","Bus urbano","Gris","Colisiono"
5903,7,"Diciembre","Sábado",10,"Zacapa","Zacapa","Rural","Ignorado","Hombre","57","Mayor","55 y más","Lesionado","Bus urbano","Gris","Colisiono"
5904,7,"Diciembre","Sábado",13,"Escuintla","Escuintla","Rural","Ignorado","Hombre","23","Mayor","20-24","Lesionado","Camioneta","Blanco","Vuelco"
5905,7,"Diciembre","Sábado",13,"Escuintla","Escuintla","Rural","Ignorado","Mujer","25","Mayor","25-29","Lesionado","Camioneta","Blanco","Vuelco"
5906,7,"Diciembre","Sábado",13,"Escuintla","Escuintla","Rural","Ignorado","Hombre","30","Mayor","30-34","Lesionado","Camioneta","Blanco","Vuelco"
5907,7,"Diciembre","Sábado",15,"Escuintla","La Democracia","Rural","Ignorado","Hombre","17","Menor","15-19","Fallecido","Automovil","Rojo","Vuelco"
5908,7,"Diciembre","Sábado",15,"Escuintla","La Democracia","Rural","Ignorado","Hombre","15","Menor","15-19","Lesionado","Automovil","Rojo","Vuelco"
5909,7,"Diciembre","Sábado",15,"Escuintla","La Democracia","Rural","Ignorado","Hombre","21","Mayor","20-24","Lesionado","Automovil","Rojo","Vuelco"
5910,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","Ignorado","Mayor","Ignorado","Lesionado","Pick up","Negro","Vuelco"
5911,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Mujer","28","Mayor","25-29","Lesionado","Pick up","Negro","Vuelco"
5912,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Mujer","16","Menor","15-19","Lesionado","Pick up","Negro","Vuelco"
5913,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","15","Menor","15-19","Lesionado","Pick up","Negro","Vuelco"
5914,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","36","Mayor","35-39","Lesionado","Pick up","Negro","Vuelco"
5915,7,"Diciembre","Sábado",8,"Huehuetenango","Huehuetenango","Rural","Ignorado","Mujer","11","Menor","Menosr de 15","Lesionado","Pick up","Negro","Vuelco"
5916,7,"Diciembre","Sábado",10,"Solola","Sololá","Rural","Ignorado","Mujer","60","Mayor","55 y más","Lesionado","Pick up","Blanco","Colisiono"
5917,7,"Diciembre","Sábado",10,"Solola","Sololá","Rural","Ignorado","Hombre","58","Mayor","55 y más","Lesionado","Pick up","Blanco","Colisiono"
5918,7,"Diciembre","Sábado",21,"Solola","Sololá","Rural","Ignorado","Mujer","15","Menor","15-19","Lesionado","Automovil","Beige","Colisiono"
5919,7,"Diciembre","Sábado",21,"Solola","Sololá","Rural","Ignorado","Mujer","50","Mayor","50-54","Lesionado","Automovil","Beige","Colisiono"
5920,7,"Diciembre","Sábado",21,"Solola","Sololá","Rural","Ignorado","Mujer","50","Mayor","50-54","Lesionado","Automovil","Beige","Colisiono"
5921,7,"Diciembre","Sábado",18,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","10","Mayor","Menosr de 15","Lesionado","Jeep","Rojo","Colisiono"
5922,7,"Diciembre","Sábado",18,"Chimaltenango","Chimaltenango","Rural","Ignorado","Mujer","8","Mayor","Menosr de 15","Lesionado","Jeep","Rojo","Colisiono"
5923,7,"Diciembre","Domingo",12,"Guatemala","Guatemala","Urbano","1","Hombre","46","Mayor","45-49","Lesionado","Camioneta","Gris","Colisiono"
5924,7,"Diciembre","Domingo",12,"Guatemala","Guatemala","Urbano","1","Hombre","30","Mayor","30-34","Lesionado","Camioneta","Gris","Colisiono"
