"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
1592,29,"Junio","Viernes",15,"San Marcos","San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Gris","Colisión"
1593,29,"Junio","Viernes",6,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Gris","Caida"
1594,29,"Junio","Viernes",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Mototaxi","Rojo","Colisión"
1595,30,"Junio","Sabado",8,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1596,30,"Junio","Sabado",2,"Guatemala","Guatemala","Urbano","6","Mujer","55","55 y más","Mayor","Ignorado","Automovil","Rojo","Colisión"
1597,30,"Junio","Sabado",10,"Guatemala","Palencia","Rural","Ignorado","Hombre","55","55 y más","Mayor","Ignorado","Cabezal","Blanco","Colisión"
1598,30,"Junio","Sabado",2,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Automovil","Anaranjado","Choque"
1599,30,"Junio","Sabado",3,"Guatemala","Guatemala","Urbano","10","Hombre","39","35-39","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
1600,30,"Junio","Sabado",12,"Guatemala","Guatemala","Urbano","13","Hombre","20","20-24","Mayor","Ignorado","Camion","Blanco","Caida"
1601,30,"Junio","Sabado",10,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Bus urbano","Rojo","Choque"
1602,30,"Junio","Sabado",14,"Guatemala","Villa Nueva","Rural","Ignorado","Mujer","38","35-39","Mayor","Ignorado","Automovil","Negro","Colisión"
1603,30,"Junio","Sabado",15,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","26","25-29","Mayor","Ignorado","Pick up","Corinto","Colisión"
1604,30,"Junio","Sabado",9,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Pick up","Blanco","Colisión"
1605,30,"Junio","Sabado",20,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Hombre","47","45-49","Mayor","Ignorado","Cabezal","Celeste","Colisión"
1606,30,"Junio","Sabado",15,"Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","25","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Rojo","Colisión"
1607,30,"Junio","Sabado",16,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","62","55 y más","Mayor","Bajo efectos de alcohol","Automovil","Blanco","Colisión"
1608,30,"Junio","Sabado",17,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Pick up","Verde","Colisión"
1609,30,"Junio","Sabado",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
1610,30,"Junio","Sabado",23,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Blanco","Choque"
1611,30,"Junio","Sabado",16,"Petén","Flores","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Microbus","Azul","Colisión"
1612,1,"Julio","Domingo",2,"Guatemala","San Pedro Ayampuc","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","Colisión"
1613,1,"Julio","Domingo",0,"Guatemala","Guatemala","Urbano","18","Hombre","23","20-24","Mayor","Normal","Pick up","Blanco","Vuelco"
1614,1,"Julio","Domingo",10,"Guatemala","Guatemala","Urbano","6","Hombre","25","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Negro","Colisión"
1615,1,"Julio","Domingo",3,"Guatemala","Guatemala","Urbano","10","Hombre","42","40-44","Mayor","Bajo efectos de alcohol","Automovil","Rojo","Colisión"
1616,1,"Julio","Domingo",23,"Guatemala","Guatemala","Urbano","5","Hombre","65","55 y más","Mayor","Normal","Automovil","Blanco","Colisión"
1617,1,"Julio","Domingo",19,"Guatemala","Guatemala","Urbano","12","Hombre","30","30-34","Mayor","Bajo efectos de alcohol","camioneta","Negro","Choque"
1618,1,"Julio","Domingo",23,"Guatemala","Guatemala","Urbano","11","Hombre","29","25-29","Mayor","Normal","Automovil","Azul","Colisión"
1619,1,"Julio","Domingo",11,"Guatemala","Mixco","Urbano","3","Mujer","50","50-54","Mayor","Normal","Automovil","Blanco","Choque"
1620,1,"Julio","Domingo",15,"Guatemala","Mixco","Urbano","3","Hombre","68","55 y más","Mayor","Normal","Pick up","Rojo","Colisión"
1621,1,"Julio","Domingo",17,"Guatemala","Mixco","Urbano","7","Hombre","43","40-44","Mayor","Normal","Pick up","Negro","Colisión"
1622,1,"Julio","Domingo",15,"Jalapa","Jalapa","Urbano","5","Hombre","24","20-24","Mayor","Normal","Microbus","Blanco","Colisión"
1623,1,"Julio","Domingo",21,"Zacapa","Zacapa","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1624,2,"Julio","Lunes",18,"Guatemala","Guatemala","Urbano","7","Mujer","27","25-29","Mayor","Ignorado","Automovil","Negro","Vuelco"
1625,2,"Julio","Lunes",5,"Guatemala","Villa Nueva","Urbano","12","Hombre","33","30-34","Mayor","Ignorado","Automovil","Gris","Choque"
1626,2,"Julio","Lunes",20,"Guatemala","Guatemala","Urbano","7","Hombre","48","45-49","Mayor","Ignorado","Automovil","Blanco","Colisión"
1627,2,"Julio","Lunes",18,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Automovil","Blanco","Colisión"
1628,2,"Julio","Lunes",11,"Escuintla","Escuintla","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","camioneta","Azul","Colisión"
1629,2,"Julio","Lunes",18,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Microbus","Rojo","Vuelco"
1630,2,"Julio","Lunes",21,"Totonicapán","Totonicapán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Ignorado","Caida"
1631,2,"Julio","Lunes",9,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Pick up","Corinto","Colisión"
1632,2,"Julio","Lunes",21,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Camion","Verde","Colisión"
1633,2,"Julio","Lunes",21,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Camion","Blanco","Colisión"
1634,3,"Julio","Martes",9,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","camioneta","Blanco","Colisión"
1635,3,"Julio","Martes",16,"Chimaltenango","Yepocapa","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Microbus","Blanco","Vuelco"
1636,4,"Julio","Miercoles",18,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","53","50-54","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1637,4,"Julio","Miercoles",9,"Escuintla","Escuintla","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Microbus","Ignorado","Colisión"
1638,4,"Julio","Miercoles",10,"Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","65","55 y más","Mayor","Normal","Pick up","Rojo","Choque"
1639,5,"Julio","Jueves",23,"Guatemala","Guatemala","Urbano","18","Mujer","44","40-44","Mayor","Normal","Automovil","Gris","Colisión"
1640,5,"Julio","Jueves",23,"Guatemala","Guatemala","Urbano","15","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Gris","Choque"
1641,5,"Julio","Jueves",11,"Guatemala","Guatemala","Urbano","7","Hombre","39","35-39","Mayor","Normal","Taxi","Ignorado","Colisión"
1642,5,"Julio","Jueves",15,"Guatemala","Amatitlán","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Café","Choque"
1643,5,"Julio","Jueves",21,"Guatemala","San Juan Sacatepéquez","Urbano","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Vuelco"
1644,5,"Julio","Jueves",19,"Escuintla","La Gomera","Rural","Ignorado","Hombre","49","45-49","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
1645,5,"Julio","Jueves",13,"Escuintla","Palín","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Automovil","Blanco","Choque"
1646,5,"Julio","Jueves",22,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Urbano","1","Hombre","18","15-19","Mayor","Ignorado","Pick up","Negro","Colisión"
1647,5,"Julio","Jueves",14,"San Marcos","San Cristóbal Cucho","Rural","Ignorado","Hombre","15","15-19","Menor","Ignorado","camioneta","Negro","Vuelco"
1648,5,"Julio","Jueves",9,"San Marcos","Sibinal","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Ignorado","Colisión"
1649,5,"Julio","Jueves",20,"Huehuetenango","Chiantla","Rural","Ignorado","Hombre","31","30-34","Mayor","Bajo efectos de alcohol","Camion","Blanco","Choque"
1650,5,"Julio","Jueves",20,"Petén","Flores","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Ignorado","Colisión"
1651,6,"Julio","Viernes",2,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Automovil","Gris","Choque"
1652,6,"Julio","Viernes",17,"Guatemala","Mixco","Rural","3","Hombre","35","35-39","Mayor","Normal","Pick up","Azul","Choque"
1653,6,"Julio","Viernes",12,"Jutiapa","Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Colisión"
1654,6,"Julio","Viernes",11,"Jalapa","Monjas","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Beige","Colisión"
1655,6,"Julio","Viernes",6,"Escuintla","La Gomera","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
1656,6,"Julio","Viernes",18,"Escuintla","Escuintla","Rural","Ignorado","Hombre","45","45-49","Mayor","Ignorado","Pick up","Rojo","Choque"
1657,6,"Julio","Viernes",18,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Pick up","Blanco","Colisión"
1658,6,"Julio","Viernes",22,"Retalhuleu","El Asintal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Choque"
1659,6,"Julio","Viernes",21,"Quetzaltenango","Olintepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
1660,6,"Julio","Viernes",19,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Motocicleta","Negro","Colisión"
1661,6,"Julio","Viernes",14,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Microbus","Rojo","Colisión"
1662,6,"Julio","Viernes",11,"Petén","Poptún","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Colisión"
1663,6,"Julio","Viernes",19,"Petén","Poptún","Rural","Ignorado","Hombre","19","15-19","Mayor","Normal","Motocicleta","Ignorado","Colisión"
1664,7,"Julio","Sabado",6,"Guatemala","Guatemala","Urbano","8","Hombre","51","50-54","Mayor","Ignorado","Automovil","Rojo","Choque"
1665,7,"Julio","Sabado",21,"Guatemala","Mixco","Rural","3","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Azul","Vuelco"
1666,7,"Julio","Sabado",16,"Escuintla","Escuintla","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Automovil","Negro","Caida"
1667,7,"Julio","Sabado",18,"Escuintla","Escuintla","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Microbus","Rojo","Colisión"
1668,8,"Julio","Domingo",0,"Guatemala","Guatemala","Urbano","13","Hombre","34","30-34","Mayor","Normal","Automovil","Blanco","Colisión"
1669,8,"Julio","Domingo",21,"Guatemala","San José Pinula","Urbano","2","Hombre","26","25-29","Mayor","Ignorado","Automovil","Beige","Choque"
1670,8,"Julio","Domingo",3,"Guatemala","Petapa","Urbano","Ignorado","Hombre","35","35-39","Mayor","Bajo efectos de alcohol","Automovil","Blanco","Colisión"
1671,8,"Julio","Domingo",19,"Guatemala","San Raimundo","Urbano","1","Hombre","17","15-19","Menor","Ignorado","Automovil","Gris","Colisión"
1672,8,"Julio","Domingo",19,"Jutiapa","Quesada","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Ignorado","Vuelco"
1673,8,"Julio","Domingo",15,"Jalapa","Jalapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
1674,8,"Julio","Domingo",6,"Escuintla","Palín","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","Caida"
1675,8,"Julio","Domingo",11,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Camion","Amarillo","Vuelco"
1676,8,"Julio","Domingo",7,"Quetzaltenango","Quetzaltenango","Urbano","8","Hombre","43","40-44","Mayor","Ignorado","Pick up","Verde","Colisión"
1677,9,"Julio","Lunes",14,"Baja Verapaz","Salamá","Rural","Ignorado","Hombre","15","15-19","Menor","Ignorado","Pick up","Azul","Vuelco"
1678,9,"Julio","Lunes",3,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","camioneta","Blanco","Caida"
1679,10,"Julio","Martes",0,"Guatemala","Guatemala","Urbano","6","Hombre","19","15-19","Mayor","Normal","Motocicleta","Negro","Colisión"
1680,10,"Julio","Martes",9,"Guatemala","Villa Nueva","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Beige","Colisión"
1681,10,"Julio","Martes",22,"Huehuetenango","Huehuetenango","Urbano","4","Hombre","19","15-19","Mayor","Ignorado","camioneta","Verde","Choque"
1682,11,"Julio","Miercoles",20,"Guatemala","Guatemala","Urbano","16","Hombre","47","45-49","Mayor","Ignorado","camioneta","Beige","Colisión"
1683,11,"Julio","Miercoles",17,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","Pick up","Blanco","Colisión"
1684,11,"Julio","Miercoles",12,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Colisión"
1685,11,"Julio","Miercoles",5,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","57","55 y más","Mayor","Ignorado","camioneta","Rojo","Colisión"
1686,11,"Julio","Miercoles",19,"Petén","Flores","Rural","Ignorado","Hombre","46","45-49","Mayor","Ignorado","Pick up","Verde","Colisión"
1687,11,"Julio","Miercoles",11,"Petén","Flores","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Colisión"
1688,12,"Julio","Jueves",23,"Guatemala","Guatemala","Urbano","13","Hombre","26","25-29","Mayor","Ignorado","Jeep","Rojo","Choque"
1689,12,"Julio","Jueves",18,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","29","25-29","Mayor","Bajo efectos de alcohol","Automovil","Anaranjado","Colisión"
1690,12,"Julio","Jueves",13,"Zacapa","Zacapa","Rural","Ignorado","Hombre","17","15-19","Menor","Ignorado","Pick up","Verde","Colisión"
1691,12,"Julio","Jueves",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Camion","Amarillo","Colisión"
1692,12,"Julio","Jueves",22,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","19","15-19","Mayor","Ignorado","Pick up","Azul","Vuelco"
1693,12,"Julio","Jueves",13,"Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Vuelco"
1694,12,"Julio","Jueves",13,"Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Vuelco"
1695,12,"Julio","Jueves",17,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Automovil","Gris","Colisión"
1696,13,"Julio","Viernes",3,"Guatemala","Guatemala","Urbano","9","Hombre","25","25-29","Mayor","Ignorado","Automovil","Azul","Colisión"
1697,13,"Julio","Viernes",7,"Guatemala","Guatemala","Urbano","5","Hombre","25","25-29","Mayor","Ignorado","Automovil","Gris","Colisión"
1698,13,"Julio","Viernes",2,"Solola","Panajachel","Rural","Ignorado","Mujer","35","35-39","Mayor","Ignorado","camioneta","Azul","Choque"
1699,14,"Julio","Sabado",1,"Guatemala","Guatemala","Urbano","13","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
1700,14,"Julio","Sabado",12,"Chiquimula","Camotán","Rural","Ignorado","Hombre","26","25-29","Mayor","Ignorado","Pick up","Corinto","Caida"
1701,14,"Julio","Sabado",12,"Zacapa","Zacapa","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Pick up","Negro","Colisión"
1702,14,"Julio","Sabado",16,"San Marcos","Ayutla","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Microbus","Ignorado","Colisión"
1703,14,"Julio","Sabado",16,"San Marcos","San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
1704,14,"Julio","Sabado",22,"Huehuetenango","La Democracia_duplicated_1312","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
1705,14,"Julio","Sabado",7,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Automovil","Blanco","Colisión"
1706,14,"Julio","Sabado",22,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1707,15,"Julio","Domingo",11,"Jalapa","San Manuel Chaparrón","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Rojo","Choque"
1708,15,"Julio","Domingo",20,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Motocicleta","Blanco","Colisión"
1709,15,"Julio","Domingo",16,"Huehuetenango","Huehuetenango","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
1710,15,"Julio","Domingo",15,"Huehuetenango","Huehuetenango","Urbano","3","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
1711,15,"Julio","Domingo",4,"Guatemala","Guatemala","Urbano","2","Hombre","19","15-19","Mayor","Ignorado","Automovil","Gris","Colisión"
1712,15,"Julio","Domingo",14,"Guatemala","Palencia","Rural","Ignorado","Hombre","48","45-49","Mayor","Normal","Bus extraurbano","Blanco","Colisión"
1713,16,"Julio","Lunes",16,"Guatemala","Guatemala","Urbano","4","Hombre","31","30-34","Mayor","Ignorado","Pick up","Ignorado","Colisión"
1714,16,"Julio","Lunes",14,"Suchitepéquez","Santa Bárbara","Urbano","4","Hombre","26","25-29","Mayor","Ignorado","Pick up","Verde","Vuelco"
1715,16,"Julio","Lunes",11,"Solola","Santa Lucia Utatlán","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Pick up","Gris","Vuelco"
1716,17,"Julio","Martes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Mujer","33","30-34","Mayor","Ignorado","camioneta","Blanco","Choque"
1717,17,"Julio","Martes",1,"Guatemala","Guatemala","Urbano","12","Hombre","28","25-29","Mayor","Normal","Automovil","Negro","Colisión"
1718,17,"Julio","Martes",19,"Guatemala","Villa Nueva","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Amarillo","Colisión"
1719,17,"Julio","Martes",1,"Guatemala","Mixco","Urbano","11","Hombre","26","25-29","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1720,17,"Julio","Martes",17,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Camion","Ignorado","Colisión"
1721,17,"Julio","Martes",21,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
1722,17,"Julio","Martes",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Automovil","Rojo","Colisión"
1723,17,"Julio","Martes",20,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","47","45-49","Mayor","Ignorado","Mototaxi","Ignorado","Colisión"
1724,18,"Julio","Miercoles",13,"Guatemala","Chinuautla","Urbano","6","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
1725,18,"Julio","Miercoles",10,"Escuintla","San José","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
1726,18,"Julio","Miercoles",17,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Pick up","Rojo","Vuelco"
1727,18,"Julio","Miercoles",9,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Colisión"
1728,18,"Julio","Miercoles",23,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Pick up","Celeste","Choque"
1729,18,"Julio","Miercoles",13,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Negro","Colisión"
1730,18,"Julio","Miercoles",15,"Alta Verapaz","Cahabón","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Camion","Azul","Colisión"
1731,19,"Julio","Jueves",21,"Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Colisión"
1732,19,"Julio","Jueves",21,"Guatemala","Mixco","Urbano","6","Hombre","30","30-34","Ignorado","Ignorado","Bus extraurbano","Amarillo","Colisión"
1733,19,"Julio","Jueves",19,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Camion","Blanco","Colisión"
1734,19,"Julio","Jueves",4,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Automovil","Anaranjado","Colisión"
1735,19,"Julio","Jueves",16,"Alta Verapaz","Cobán","Urbano","2","Hombre","24","20-24","Mayor","Bajo efectos de alcohol","Automovil","Rojo","Colisión"
1736,19,"Julio","Jueves",17,"Petén","Poptún","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Colisión"
1737,19,"Julio","Jueves",20,"Solola","Sololá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Colisión"
1738,20,"Julio","Viernes",0,"Guatemala","Guatemala","Urbano","8","Hombre","Ignorado","Ignorado","Mayor","Ignorado","camioneta","Negro","Choque"
1739,20,"Julio","Viernes",10,"Guatemala","Guatemala","Urbano","19","Hombre","44","40-44","Mayor","Ignorado","Automovil","Azul","Colisión"
1740,20,"Julio","Viernes",7,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","58","55 y más","Mayor","Ignorado","Automovil","Azul","Colisión"
1741,20,"Julio","Viernes",2,"Solola","Sololá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
1742,21,"Julio","Sabado",21,"Guatemala","Guatemala","Urbano","1","Hombre","58","55 y más","Mayor","Ignorado","Automovil","Verde","Colisión"
1743,21,"Julio","Sabado",5,"Guatemala","Guatemala","Urbano","2","Hombre","23","20-24","Mayor","Ignorado","Automovil","Rojo","Colisión"
1744,21,"Julio","Sabado",3,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
1745,21,"Julio","Sabado",20,"Guatemala","Chinuautla","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Automovil","Rojo","Colisión"
1746,21,"Julio","Sabado",1,"Guatemala","Guatemala","Urbano","5","Hombre","28","25-29","Mayor","Ignorado","Automovil","Beige","Colisión"
1747,21,"Julio","Sabado",2,"Guatemala","San José Pinula","Urbano","3","Hombre","49","45-49","Mayor","Ignorado","Pick up","Gris","Choque"
1748,21,"Julio","Sabado",20,"Guatemala","Guatemala","Urbano","5","Hombre","22","20-24","Mayor","Ignorado","Automovil","Café","Colisión"
1749,21,"Julio","Sabado",23,"Guatemala","San José Pinula","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Camion","Amarillo","Colisión"
1750,21,"Julio","Sabado",4,"Guatemala","Villa Nueva","Urbano","12","Hombre","33","30-34","Mayor","Bajo efectos de alcohol","Automovil","Azul","Colisión"
1751,21,"Julio","Sabado",12,"Guatemala","Guatemala","Urbano","12","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Anaranjado","Colisión"
1752,21,"Julio","Sabado",19,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Mototaxi","Rojo","Caida"
1753,21,"Julio","Sabado",1,"Escuintla","Escuintla","Rural","Ignorado","Hombre","52","50-54","Mayor","Bajo efectos de alcohol","camioneta","Rojo","Choque"
1754,21,"Julio","Sabado",13,"Escuintla","Guanagazapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Rojo","Choque"
1755,21,"Julio","Sabado",19,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","48","45-49","Mayor","Ignorado","Motocicleta","Rojo","Caida"
1756,21,"Julio","Sabado",19,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
1757,21,"Julio","Sabado",3,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Automovil","Blanco","Choque"
1758,21,"Julio","Sabado",20,"Suchitepéquez","Chicacao","Rural","Ignorado","Hombre","24","20-24","Mayor","Bajo efectos de alcohol","Pick up","Rojo","Colisión"
1759,21,"Julio","Sabado",0,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Bajo efectos de alcohol","Cabezal","Blanco","Colisión"
1760,21,"Julio","Sabado",9,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Pick up","Anaranjado","Vuelco"
1761,21,"Julio","Sabado",0,"El Progreso","San Antonio la Paz","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Pick up","Gris","Colisión"
1762,21,"Julio","Sabado",7,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Microbus","Blanco","Colisión"
1763,21,"Julio","Sabado",8,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Automovil","Azul","Colisión"
