"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","g_edad","lesio_fall","tipo_vehi","Causa_acc"
18,"Enero","Lunes",9,"Quiché","Rural",99,"Hombre",26,"25-29","Lesionados","Motocicleta","Colision"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Hombre",20,"20-24","Lesionados","Bus extraurbano","Choque, empotro"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Hombre",22,"20-24","Lesionados","Bus extraurbano","Choque, empotro"
24,"Julio","Sabado",22,"Quiché","Rural",99,"Hombre",17,"15-19","Lesionados","Ignorado","Choque, empotro"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",19,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",19,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",22,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",23,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",24,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",25,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",26,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",26,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",28,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",28,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
19,"Mayo","Miercoles",19,"Quiché","Rural",99,"Hombre",40,"40-44","Lesionados","Camion","Colision"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Hombre",31,"30-34","Lesionados","Bus extraurbano","Choque, empotro"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Mujer",35,"35-39","Lesionados","Bus extraurbano","Choque, empotro"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Hombre",37,"35-39","Lesionados","Bus extraurbano","Choque, empotro"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",33,"30-34","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",37,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",40,"40-44","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",41,"40-44","Lesionados","Bus extraurbano","vuelco, volco"
11,"Junio","Viernes",9,"Quiché","Rural",99,"Mujer",36,"35-39","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
5,"Marzo","Viernes",11,"Quiché","Rural",99,"Hombre",34,"30-34","Lesionados","Camion","Caida, encuneto, encunetado, embarrancado"
9,"Marzo","Martes",23,"Quiché","Rural",99,"Hombre",57,"55 y mas","Fallecidos","Cabezal","Choque, empotro"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Hombre",50,"50-54","Lesionados","Bus extraurbano","Choque, empotro"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",50,"50-54","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",50,"50-54","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",54,"50-54","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",58,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Mujer",58,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
18,"Junio","Viernes",13,"Quiché","Rural",99,"Mujer",67,"55 y mas","Lesionados","Bus extraurbano","Choque, empotro"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",60,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
25,"Octubre","Lunes",19,"Quiché","Rural",99,"Hombre",70,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
14,"Febrero","Domingo",23,"Petén","Urbano",99,"Hombre",19,"15-19","Lesionados","Motocicleta","Colision"
9,"Agosto","Lunes",19,"Petén","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
8,"Abril","Jueves",23,"Petén","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
7,"Marzo","Domingo",1,"Petén","Rural",99,"Hombre",21,"20-24","Lesionados","Motocicleta","Choque, empotro"
7,"Marzo","Domingo",1,"Petén","Rural",99,"Hombre",29,"25-29","Lesionados","Motocicleta","Choque, empotro"
14,"Mayo","Viernes",14,"Petén","Rural",99,"Mujer",32,"30-34","Lesionados","Microbus","Colision"
14,"Mayo","Viernes",14,"Petén","Rural",99,"Hombre",38,"35-39","Lesionados","Microbus","Colision"
8,"Marzo","Lunes",20,"Petén","Rural",99,"Mujer",42,"40-44","Lesionados","Microbus","Colision"
30,"Agosto","Lunes",17,"Petén","Rural",99,"Hombre",33,"30-34","Fallecidos","Camioneta","vuelco, volco"
14,"Mayo","Viernes",14,"Petén","Rural",99,"Hombre",52,"50-54","Lesionados","Pick up","Colision"
14,"Agosto","Sabado",12,"Zacapa","Rural",99,"Hombre",10,"Menos 15","Lesionados","Automovil","Choque, empotro"
14,"Agosto","Sabado",12,"Zacapa","Rural",99,"Mujer",12,"Menos 15","Lesionados","Automovil","Choque, empotro"
14,"Agosto","Sabado",12,"Zacapa","Rural",99,"Hombre",36,"35-39","Lesionados","Automovil","Choque, empotro"
14,"Agosto","Sabado",12,"Zacapa","Rural",99,"Mujer",40,"40-44","Lesionados","Automovil","Choque, empotro"
10,"Febrero","Miercoles",8,"Zacapa","Urbano",99,"Hombre",35,"35-39","Lesionados","Pick up","Choque, empotro"
31,"Agosto","Martes",8,"Zacapa","Rural",99,"Mujer",30,"30-34","Fallecidos","Automovil","vuelco, volco"
31,"Agosto","Martes",8,"Zacapa","Rural",99,"Hombre",42,"40-44","Lesionados","Automovil","vuelco, volco"
10,"Febrero","Miercoles",8,"Zacapa","Urbano",99,"Hombre",47,"45-49","Lesionados","Pick up","Choque, empotro"
16,"Marzo","Martes",0,"Chiquimula","Urbano",99,"Hombre",20,"20-24","Lesionados","Pick up","vuelco, volco"
16,"Marzo","Martes",0,"Chiquimula","Urbano",99,"Hombre",21,"20-24","Lesionados","Pick up","vuelco, volco"
16,"Marzo","Martes",0,"Chiquimula","Urbano",99,"Hombre",42,"40-44","Fallecidos","Pick up","vuelco, volco"
16,"Marzo","Martes",0,"Chiquimula","Urbano",99,"Hombre",55,"55 y mas","Lesionados","Pick up","vuelco, volco"
11,"Mayo","Martes",11,"Jalapa","Rural",99,"Mujer",3,"Menos 15","Lesionados","Pick up","vuelco, volco"
17,"Junio","Jueves",21,"Jalapa","Rural",99,"Mujer",13,"Menos 15","Lesionados","Pick up","Colision"
5,"Mayo","Miercoles",18,"Jalapa","Rural",99,"Hombre",14,"Menos 15","Lesionados","Mototaxi","Colision"
5,"Mayo","Miercoles",18,"Jalapa","Rural",99,"Mujer",20,"20-24","Lesionados","Mototaxi","Colision"
30,"Octubre","Sabado",23,"Jalapa","Rural",99,"Hombre",20,"20-24","Lesionados","Mototaxi","Colision"
30,"Octubre","Sabado",23,"Jalapa","Rural",99,"Hombre",22,"20-24","Lesionados","Mototaxi","Colision"
31,"Octubre","Domingo",14,"Jalapa","Rural",99,"Hombre",17,"15-19","Lesionados","Motocicleta","Choque, empotro"
13,"Junio","Domingo",22,"Jalapa","Rural",99,"Hombre",23,"20-24","Lesionados","Panel","Choque, empotro"
13,"Junio","Domingo",22,"Jalapa","Rural",99,"Hombre",24,"20-24","Lesionados","Panel","Choque, empotro"
11,"Mayo","Martes",11,"Jalapa","Rural",99,"Hombre",16,"15-19","Lesionados","Pick up","vuelco, volco"
14,"Marzo","Domingo",22,"Jalapa","Rural",99,"Hombre",35,"35-39","Lesionados","Pick up","Colision"
17,"Junio","Jueves",21,"Jalapa","Rural",99,"Mujer",38,"35-39","Lesionados","Pick up","Colision"
22,"Noviembre","Lunes",22,"Jalapa","Rural",99,"Hombre",31,"30-34","Lesionados","Motocicleta","Colision"
30,"Octubre","Sabado",23,"Jalapa","Rural",99,"Hombre",37,"35-39","Lesionados","Mototaxi","Colision"
26,"Abril","Lunes",3,"Jalapa","Rural",99,"Hombre",41,"40-44","Lesionados","Ignorado","Choque, empotro"
11,"Mayo","Martes",11,"Jalapa","Rural",99,"Mujer",32,"30-34","Lesionados","Pick up","vuelco, volco"
4,"Febrero","Jueves",7,"Jalapa","Urbano",99,"Hombre",43,"40-44","Lesionados","Pick up","vuelco, volco"
17,"Junio","Jueves",21,"Jalapa","Rural",99,"Hombre",45,"45-49","Lesionados","Pick up","Colision"
4,"Febrero","Jueves",7,"Jalapa","Urbano",99,"Hombre",51,"50-54","Lesionados","Pick up","vuelco, volco"
14,"Marzo","Domingo",11,"Jutiapa","Rural",99,"Hombre",18,"15-19","Fallecidos","Motocicleta","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Hombre",1,"Menos 15","Lesionados","Mototaxi","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Hombre",4,"Menos 15","Lesionados","Mototaxi","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Mujer",5,"Menos 15","Lesionados","Mototaxi","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Hombre",5,"Menos 15","Lesionados","Mototaxi","Choque, empotro"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Hombre",13,"Menos 15","Lesionados","Pick up","vuelco, volco"
30,"Octubre","Sabado",20,"Guatemala","Rural",99,"Hombre",23,"20-24","Lesionados","Motocicleta","Colision"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Hombre",18,"15-19","Lesionados","Bus extraurbano","Choque, empotro"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Hombre",25,"25-29","Lesionados","Bus extraurbano","Choque, empotro"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Mujer",27,"25-29","Lesionados","Bus extraurbano","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Mujer",22,"20-24","Lesionados","Mototaxi","Choque, empotro"
5,"Junio","Sabado",20,"Guatemala","Rural",99,"Hombre",15,"15-19","Lesionados","Pick up","vuelco, volco"
5,"Junio","Sabado",20,"Guatemala","Rural",99,"Hombre",16,"15-19","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Mujer",17,"15-19","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Mujer",17,"15-19","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Mujer",22,"20-24","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Mujer",27,"25-29","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Hombre",29,"25-29","Lesionados","Pick up","vuelco, volco"
19,"Noviembre","Viernes",22,"Guatemala","Rural",99,"Hombre",21,"20-24","Lesionados","Automovil","Caida, encuneto, encunetado, embarrancado"
28,"Mayo","Viernes",8,"Guatemala","Rural",99,"Hombre",35,"35-39","Lesionados","Motocicleta","Colision"
17,"Diciembre","Viernes",22,"Guatemala","Rural",99,"Hombre",37,"35-39","Lesionados","Motocicleta","Colision"
20,"Septiembre","Lunes",18,"Guatemala","Rural",99,"Mujer",31,"30-34","Lesionados","Automovil","Choque, empotro"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Hombre",33,"30-34","Lesionados","Bus extraurbano","Choque, empotro"
28,"Marzo","Domingo",21,"Guatemala","Urbano",99,"Hombre",43,"40-44","Fallecidos","Mototaxi","Choque, empotro"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Hombre",32,"30-34","Lesionados","Pick up","vuelco, volco"
5,"Junio","Sabado",20,"Guatemala","Rural",99,"Mujer",32,"30-34","Lesionados","Pick up","vuelco, volco"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Hombre",40,"40-44","Fallecidos","Pick up","vuelco, volco"
5,"Junio","Sabado",20,"Guatemala","Rural",99,"Mujer",44,"40-44","Lesionados","Pick up","vuelco, volco"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Hombre",50,"50-54","Lesionados","Bus extraurbano","Choque, empotro"
31,"Mayo","Lunes",19,"Guatemala","Rural",99,"Hombre",45,"45-49","Fallecidos","Pick up","vuelco, volco"
20,"Septiembre","Lunes",18,"Guatemala","Rural",99,"Mujer",60,"55 y mas","Lesionados","Automovil","Choque, empotro"
8,"Agosto","Domingo",16,"Guatemala","Rural",99,"Hombre",71,"55 y mas","Lesionados","Bus extraurbano","Choque, empotro"
17,"Diciembre","Viernes",23,"El Progreso","Rural",99,"Hombre",24,"20-24","Lesionados","Automovil","Colision"
17,"Diciembre","Viernes",23,"El Progreso","Rural",99,"Hombre",28,"25-29","Fallecidos","Automovil","Colision"
29,"Diciembre","Miercoles",18,"El Progreso","Rural",99,"Hombre",15,"15-19","Lesionados","Camioneta","Colision"
20,"Julio","Martes",8,"El Progreso","Rural",99,"Hombre",21,"20-24","Lesionados","Pick up","Colision"
20,"Julio","Martes",8,"El Progreso","Rural",99,"Hombre",26,"25-29","Lesionados","Pick up","Colision"
25,"Junio","Viernes",19,"El Progreso","Rural",99,"Hombre",27,"25-29","Fallecidos","Pick up","Colision"
5,"Octubre","Martes",12,"El Progreso","Rural",99,"Hombre",23,"20-24","Fallecidos","Motocicleta","Colision"
18,"Diciembre","Sabado",18,"El Progreso","Rural",99,"Hombre",24,"20-24","Lesionados","Mototaxi","Colision"
21,"Noviembre","Domingo",22,"El Progreso","Rural",99,"Hombre",18,"15-19","Lesionados","Microbus","vuelco, volco"
6,"Mayo","Jueves",5,"El Progreso","Rural",99,"Hombre",19,"15-19","Lesionados","Microbus","vuelco, volco"
6,"Mayo","Jueves",5,"El Progreso","Rural",99,"Hombre",23,"20-24","Lesionados","Microbus","vuelco, volco"
5,"Julio","Lunes",7,"El Progreso","Rural",99,"Hombre",22,"20-24","Lesionados","Automovil","Caida, encuneto, encunetado, embarrancado"
23,"Febrero","Martes",0,"El Progreso","Rural",99,"Hombre",32,"30-34","Lesionados","Automovil","Colision"
17,"Diciembre","Viernes",23,"El Progreso","Rural",99,"Hombre",42,"40-44","Lesionados","Automovil","Colision"
25,"Junio","Viernes",19,"El Progreso","Rural",99,"Hombre",30,"30-34","Lesionados","Pick up","Colision"
20,"Julio","Martes",8,"El Progreso","Rural",99,"Hombre",31,"30-34","Lesionados","Pick up","Colision"
27,"Febrero","Sabado",6,"El Progreso","Urbano",99,"Hombre",39,"35-39","Lesionados","Motocicleta","Colision"
23,"Febrero","Martes",0,"El Progreso","Rural",99,"Hombre",30,"30-34","Lesionados","Camion","Colision"
6,"Mayo","Jueves",5,"El Progreso","Rural",99,"Hombre",35,"35-39","Lesionados","Microbus","vuelco, volco"
11,"Abril","Domingo",16,"El Progreso","Rural",99,"Hombre",32,"30-34","Lesionados","Automovil","Caida, encuneto, encunetado, embarrancado"
5,"Julio","Lunes",7,"El Progreso","Rural",99,"Hombre",33,"30-34","Fallecidos","Automovil","Caida, encuneto, encunetado, embarrancado"
11,"Abril","Domingo",16,"El Progreso","Rural",99,"Mujer",35,"35-39","Lesionados","Automovil","Caida, encuneto, encunetado, embarrancado"
17,"Diciembre","Viernes",23,"El Progreso","Rural",99,"Hombre",46,"45-49","Lesionados","Automovil","Colision"
29,"Diciembre","Miercoles",18,"El Progreso","Rural",99,"Hombre",48,"45-49","Lesionados","Camioneta","Colision"
6,"Mayo","Jueves",5,"El Progreso","Rural",99,"Hombre",48,"45-49","Lesionados","Microbus","vuelco, volco"
24,"Julio","Sabado",20,"Sacatepéquez","Rural",99,"Hombre",40,"40-44","Lesionados","Automovil","Colision"
24,"Julio","Sabado",20,"Sacatepéquez","Rural",99,"Hombre",60,"55 y mas","Lesionados","Automovil","Colision"
24,"Julio","Sabado",20,"Sacatepéquez","Rural",99,"Hombre",61,"55 y mas","Lesionados","Automovil","Colision"
24,"Julio","Sabado",20,"Sacatepéquez","Rural",99,"Mujer",61,"55 y mas","Lesionados","Automovil","Colision"
31,"Julio","Sabado",12,"Chimaltenango","Rural",99,"Hombre",28,"25-29","Fallecidos","Pick up","Choque, empotro"
10,"Julio","Viernes",21,"Escuintla","Rural",99,"Mujer",4,"Menos 15","Fallecidos","Pick up","Colision"
1,"Abril","Jueves",13,"Escuintla","Urbano",99,"Mujer",5,"Menos 15","Fallecidos","Motocicleta","Colision"
31,"Octubre","Domingo",17,"Escuintla","Rural",99,"Mujer",14,"Menos 15","Lesionados","Motocicleta","Choque, empotro"
22,"Marzo","Lunes",21,"Escuintla","Rural",99,"Hombre",17,"15-19","Lesionados","Motocicleta","Colision"
28,"Octubre","Jueves",20,"Escuintla","Rural",99,"Hombre",19,"15-19","Fallecidos","Motocicleta","Colision"
1,"Abril","Jueves",13,"Escuintla","Urbano",99,"Mujer",22,"20-24","Lesionados","Motocicleta","Colision"
1,"Abril","Jueves",12,"Escuintla","Urbano",15,"Hombre",17,"15-19","Lesionados","Motocicleta","Choque, empotro"
1,"Abril","Jueves",12,"Escuintla","Urbano",15,"Hombre",17,"15-19","Lesionados","Motocicleta","Choque, empotro"
31,"Octubre","Domingo",17,"Escuintla","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Choque, empotro"
16,"Julio","Viernes",21,"Escuintla","Rural",99,"Hombre",23,"20-24","Fallecidos","Motocicleta","Choque, empotro"
21,"Mayo","Viernes",22,"Escuintla","Rural",99,"Hombre",22,"20-24","Lesionados","Automovil","vuelco, volco"
14,"Febrero","Domingo",19,"Escuintla","Rural",99,"Mujer",23,"20-24","Lesionados","Motocicleta","Caida, encuneto, encunetado, embarrancado"
14,"Febrero","Domingo",19,"Escuintla","Rural",99,"Hombre",26,"25-29","Lesionados","Motocicleta","Caida, encuneto, encunetado, embarrancado"
10,"Julio","Viernes",21,"Escuintla","Rural",99,"Hombre",37,"35-39","Lesionados","Pick up","Colision"
22,"Marzo","Lunes",21,"Escuintla","Rural",99,"Hombre",40,"40-44","Lesionados","Motocicleta","Colision"
21,"Abril","Miercoles",14,"Escuintla","Rural",99,"Hombre",32,"30-34","Lesionados","Motocicleta","Choque, empotro"
19,"Febrero","Viernes",16,"Escuintla","Rural",99,"Hombre",46,"45-49","Lesionados","Motocicleta","Colision"
21,"Mayo","Viernes",22,"Escuintla","Rural",99,"Hombre",45,"45-49","Lesionados","Automovil","vuelco, volco"
21,"Mayo","Viernes",22,"Escuintla","Rural",99,"Mujer",49,"45-49","Fallecidos","Automovil","vuelco, volco"
16,"Abril","Viernes",21,"Escuintla","Rural",99,"Hombre",53,"50-54","Lesionados","Motocicleta","Caida, encuneto, encunetado, embarrancado"
20,"Mayo","Jueves",15,"Escuintla","Rural",99,"Hombre",60,"55 y mas","Lesionados","Motocicleta","Colision"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Mujer",12,"Menos 15","Lesionados","Pick up","vuelco, volco"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Hombre",14,"Menos 15","Lesionados","Pick up","vuelco, volco"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Hombre",14,"Menos 15","Lesionados","Pick up","vuelco, volco"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Hombre",16,"15-19","Fallecidos","Pick up","vuelco, volco"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Mujer",18,"15-19","Lesionados","Pick up","vuelco, volco"
7,"Diciembre","Martes",0,"Santa Rosa","Rural",99,"Mujer",34,"30-34","Lesionados","Pick up","vuelco, volco"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Mujer",22,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Hombre",30,"30-34","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Mujer",38,"35-39","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Hombre",46,"45-49","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Hombre",51,"50-54","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Diciembre","Miercoles",18,"Sololá","Rural",99,"Hombre",62,"55 y mas","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
13,"Diciembre","Lunes",12,"Suchitepéquez","Rural",99,"Hombre",34,"30-34","Lesionados","Motocicleta","vuelco, volco"
14,"Marzo","Domingo",3,"Retalhuleu","Rural",99,"Mujer",14,"Menos 15","Lesionados","Pick up","Colision"
24,"Septiembre","Viernes",13,"Retalhuleu","Rural",99,"Hombre",21,"20-24","Lesionados","Motocicleta","Colision"
20,"Enero","Miercoles",7,"Retalhuleu","Rural",99,"Hombre",23,"20-24","Lesionados","Bus extraurbano","Colision"
30,"Enero","Sabado",20,"Retalhuleu","Rural",99,"Hombre",20,"20-24","Lesionados","Pick up","vuelco, volco"
20,"Enero","Miercoles",7,"Retalhuleu","Rural",99,"Hombre",58,"55 y mas","Lesionados","Bus extraurbano","Colision"
10,"Noviembre","Miercoles",7,"Retalhuleu","Rural",99,"Hombre",64,"55 y mas","Fallecidos","Motocicleta","Colision"
12,"Julio","Lunes",16,"San Marcos","Rural",99,"Mujer",19,"15-19","Lesionados","Automovil","Colision"
12,"Julio","Lunes",16,"San Marcos","Rural",99,"Mujer",22,"20-24","Lesionados","Automovil","Colision"
3,"Febrero","Miercoles",8,"San Marcos","Rural",99,"Mujer",20,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
3,"Febrero","Miercoles",8,"San Marcos","Rural",99,"Hombre",20,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",15,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",17,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",19,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",23,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
12,"Julio","Lunes",16,"San Marcos","Rural",99,"Mujer",38,"35-39","Lesionados","Automovil","Colision"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",43,"40-44","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
12,"Julio","Lunes",16,"San Marcos","Rural",99,"Mujer",46,"45-49","Lesionados","Automovil","Colision"
12,"Julio","Lunes",16,"San Marcos","Rural",99,"Hombre",50,"50-54","Lesionados","Automovil","Colision"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Hombre",47,"45-49","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
11,"Abril","Domingo",3,"San Marcos","Rural",99,"Mujer",55,"55 y mas","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
19,"Mayo","Miercoles",13,"San Marcos","Rural",99,"Mujer",59,"55 y mas","Fallecidos","Pick up","Caida, encuneto, encunetado, embarrancado"
3,"Febrero","Miercoles",8,"San Marcos","Rural",99,"Hombre",60,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
24,"Agosto","Martes",0,"Baja Verapaz","Rural",99,"Mujer",1,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Hombre",9,"Menos 15","Lesionados","Automovil","Colision"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Mujer",11,"Menos 15","Lesionados","Automovil","Colision"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Hombre",11,"Menos 15","Lesionados","Automovil","Colision"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Hombre",12,"Menos 15","Lesionados","Automovil","Colision"
8,"Junio","Martes",16,"Baja Verapaz","Rural",99,"Mujer",5,"Menos 15","Lesionados","Motocicleta","Colision"
31,"Octubre","Domingo",0,"Baja Verapaz","Rural",99,"Mujer",10,"Menos 15","Lesionados","Motocicleta","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Hombre",5,"Menos 15","Lesionados","Microbus","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Hombre",8,"Menos 15","Lesionados","Microbus","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Mujer",11,"Menos 15","Lesionados","Microbus","Colision"
24,"Agosto","Martes",0,"Baja Verapaz","Rural",99,"Mujer",6,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Mujer",18,"15-19","Lesionados","Automovil","Colision"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Mujer",20,"20-24","Lesionados","Automovil","Colision"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Mujer",27,"25-29","Lesionados","Automovil","Colision"
5,"Agosto","Jueves",12,"Baja Verapaz","Rural",99,"Hombre",18,"15-19","Lesionados","Motocicleta","Colision"
31,"Octubre","Domingo",0,"Baja Verapaz","Rural",99,"Mujer",21,"20-24","Lesionados","Motocicleta","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Hombre",19,"15-19","Lesionados","Microbus","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Mujer",26,"25-29","Lesionados","Microbus","Colision"
31,"Enero","Domingo",21,"Baja Verapaz","Rural",99,"Hombre",15,"15-19","Lesionados","Motocicleta","Caida, encuneto, encunetado, embarrancado"
5,"Agosto","Jueves",12,"Baja Verapaz","Rural",99,"Hombre",31,"30-34","Lesionados","Motocicleta","Colision"
8,"Junio","Martes",16,"Baja Verapaz","Rural",99,"Mujer",33,"30-34","Lesionados","Motocicleta","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Hombre",34,"30-34","Lesionados","Microbus","Colision"
26,"Diciembre","Domingo",6,"Baja Verapaz","Rural",99,"Mujer",44,"40-44","Lesionados","Microbus","Colision"
19,"Junio","Sabado",6,"Baja Verapaz","Rural",99,"Hombre",30,"30-34","Fallecidos","Motocicleta","Choque, empotro"
30,"Agosto","Lunes",2,"Baja Verapaz","Rural",99,"Hombre",33,"30-34","Fallecidos","Motocicleta","Choque, empotro"
15,"Diciembre","Miercoles",15,"Alta Verapaz","Rural",99,"Hombre",1,"Menos 15","Lesionados","Pick up","Colision"
15,"Diciembre","Miercoles",15,"Alta Verapaz","Rural",99,"Hombre",1,"Menos 15","Lesionados","Pick up","Colision"
